1.000000000000000021e-03,4.986434130561404459e+02
2.000000000000000042e-03,4.975074614067428911e+02
3.000000000000000062e-03,4.964547867242218331e+02
4.000000000000000083e-03,4.954561917891072653e+02
5.000000000000000104e-03,4.944978097631667993e+02
6.000000000000000125e-03,4.935714731754991931e+02
7.000000000000000146e-03,4.926717851668799426e+02
8.000000000000000167e-03,4.917949099448105130e+02
9.000000000000001055e-03,4.909379794053555202e+02
1.000000000000000194e-02,4.900987673204519410e+02
1.100000000000000283e-02,4.892754951838060151e+02
1.200000000000000372e-02,4.884667093216999092e+02
1.300000000000000461e-02,4.876711992171402699e+02
1.400000000000000550e-02,4.868879412552921053e+02
1.500000000000000638e-02,4.861160583070746384e+02
1.600000000000000727e-02,4.853547905386844263e+02
1.700000000000000816e-02,4.846034732567050014e+02
1.800000000000000905e-02,4.838615200951065276e+02
1.900000000000000994e-02,4.831284099313976981e+02
2.000000000000001082e-02,4.824036766444501723e+02
2.100000000000001171e-02,4.816869004627208142e+02
2.200000000000001260e-02,4.809777020811665693e+02
2.300000000000001349e-02,4.802757364097029722e+02
2.400000000000001438e-02,4.795806884557547960e+02
2.500000000000001527e-02,4.788922694895058498e+02
2.600000000000001615e-02,4.782102138889453045e+02
2.700000000000001704e-02,4.775342764309696122e+02
2.800000000000001793e-02,4.768642302180769548e+02
2.900000000000001882e-02,4.761998643308634200e+02
3.000000000000001971e-02,4.755409825485311899e+02
3.100000000000002059e-02,4.748874016942021399e+02
3.200000000000002148e-02,4.742389504078465166e+02
3.300000000000002237e-02,4.735954680377737418e+02
3.400000000000002326e-02,4.729568036665972954e+02
3.500000000000002415e-02,4.723228152518750562e+02
3.600000000000002504e-02,4.716933688650348699e+02
3.700000000000002592e-02,4.710683380149189361e+02
3.800000000000002681e-02,4.704476030445023298e+02
3.900000000000002770e-02,4.698310505911555879e+02
4.000000000000002859e-02,4.692185732622905903e+02
4.100000000000002948e-02,4.686100686926162666e+02
4.200000000000003036e-02,4.680054392850951217e+02
4.300000000000003125e-02,4.674045931879477394e+02
4.400000000000003214e-02,4.668074418338445639e+02
4.500000000000003303e-02,4.662139009634707350e+02
4.600000000000003392e-02,4.656238900566442567e+02
4.700000000000003481e-02,4.650373320906215895e+02
4.800000000000003569e-02,4.644541533168288083e+02
4.900000000000003658e-02,4.638742830562005111e+02
5.000000000000003747e-02,4.632976535112337615e+02
5.100000000000003836e-02,4.627241995930805842e+02
5.200000000000003925e-02,4.621538587622039245e+02
5.300000000000004013e-02,4.615865707942024301e+02
5.400000000000004102e-02,4.610222780793044421e+02
5.500000000000004191e-02,4.604609246255141670e+02
5.600000000000004280e-02,4.599024568128157284e+02
5.700000000000004369e-02,4.593468228492931189e+02
5.800000000000004458e-02,4.587939727574289464e+02
5.900000000000004546e-02,4.582438582802606675e+02
6.000000000000004635e-02,4.576964327939013515e+02
6.100000000000004724e-02,4.571516512258915554e+02
6.200000000000004813e-02,4.566094699789076685e+02
6.300000000000004208e-02,4.560698468593927259e+02
6.400000000000004297e-02,4.555327410107183823e+02
6.500000000000004385e-02,4.549981128505261836e+02
6.600000000000004474e-02,4.544659240119234482e+02
6.700000000000004563e-02,4.539361372882461865e+02
6.800000000000004652e-02,4.534087165811167779e+02
6.900000000000004741e-02,4.528836268515602796e+02
7.000000000000004829e-02,4.523608340739531855e+02
7.100000000000004918e-02,4.518403051926042053e+02
7.200000000000005007e-02,4.513220080807822114e+02
7.300000000000005096e-02,4.508059115020191143e+02
7.400000000000005185e-02,4.502919850735348177e+02
7.500000000000005274e-02,4.497801992316378801e+02
7.600000000000005362e-02,4.492705251989722797e+02
7.700000000000005451e-02,4.487629349534888661e+02
7.800000000000005540e-02,4.482574011990270151e+02
7.900000000000005629e-02,4.477538973374060447e+02
8.000000000000005718e-02,4.472523974419293040e+02
8.100000000000005806e-02,4.467528762322141915e+02
8.200000000000005895e-02,4.462553090502634632e+02
8.300000000000005984e-02,4.457596718377043885e+02
8.400000000000006073e-02,4.452659411141259511e+02
8.500000000000006162e-02,4.447740939564457108e+02
8.600000000000006251e-02,4.442841079792486880e+02
8.700000000000006339e-02,4.437959613160411436e+02
8.800000000000006428e-02,4.433096326028841645e+02
8.900000000000006517e-02,4.428251009546208934e+02
9.000000000000006606e-02,4.423423459596303928e+02
9.100000000000006695e-02,4.418613476561552602e+02
9.200000000000006783e-02,4.413820865196200884e+02
9.300000000000006872e-02,4.409045434483840040e+02
9.400000000000006961e-02,4.404286997501067731e+02
9.500000000000007050e-02,4.399545371286931186e+02
9.600000000000007139e-02,4.394820376717885893e+02
9.700000000000007228e-02,4.390111838387941816e+02
9.800000000000007316e-02,4.385419584493778871e+02
9.900000000000007405e-02,4.380743446724520709e+02
1.000000000000000749e-01,4.376083260175022929e+02
1.010000000000000758e-01,4.371438863168114040e+02
1.020000000000000767e-01,4.366810097271315954e+02
1.030000000000000776e-01,4.362196807127284615e+02
1.040000000000000785e-01,4.357598840382597132e+02
1.050000000000000794e-01,4.353016047601167884e+02
1.060000000000000803e-01,4.348448280423700680e+02
1.070000000000000812e-01,4.343895398586328724e+02
1.080000000000000820e-01,4.339357260708486024e+02
1.090000000000000829e-01,4.334833705002949955e+02
1.100000000000000838e-01,4.330324656858230696e+02
1.110000000000000847e-01,4.325829922959286478e+02
1.120000000000000856e-01,4.321349392038507631e+02
1.130000000000000865e-01,4.316882935246640614e+02
1.140000000000000874e-01,4.312430426003951425e+02
1.150000000000000883e-01,4.307991739940555362e+02
1.160000000000000892e-01,4.303566754838823840e+02
1.170000000000000900e-01,4.299155350577776176e+02
1.180000000000000909e-01,4.294757409079380182e+02
1.190000000000000918e-01,4.290372814256655829e+02
1.200000000000000927e-01,4.286001451962077340e+02
1.210000000000000936e-01,4.281643209945598301e+02
1.220000000000000945e-01,4.277297977797009025e+02
1.230000000000000954e-01,4.272965646908515396e+02
1.240000000000000963e-01,4.268646110428701945e+02
1.250000000000000833e-01,4.264339263220095972e+02
1.260000000000000842e-01,4.260045001818076003e+02
1.270000000000000850e-01,4.255763224391090489e+02
1.280000000000000859e-01,4.251493830702124797e+02
1.290000000000000868e-01,4.247236722071381791e+02
1.300000000000000877e-01,4.242991801340102711e+02
1.310000000000000886e-01,4.238758972835517511e+02
1.320000000000000895e-01,4.234538142336857618e+02
1.330000000000000904e-01,4.230329217042395840e+02
1.340000000000000913e-01,4.226132105537481038e+02
1.350000000000000921e-01,4.221946717763528341e+02
1.360000000000000930e-01,4.217772964987922251e+02
1.370000000000000939e-01,4.213610759774808230e+02
1.380000000000000948e-01,4.209460015956742041e+02
1.390000000000000957e-01,4.205320648607141720e+02
1.400000000000000966e-01,4.201192574013563785e+02
1.410000000000000975e-01,4.197075709651705893e+02
1.420000000000000984e-01,4.192969974160176889e+02
1.430000000000000993e-01,4.188875287315960918e+02
1.440000000000001001e-01,4.184791570010572741e+02
1.450000000000001010e-01,4.180718744226872445e+02
1.460000000000001019e-01,4.176656733016529301e+02
1.470000000000001028e-01,4.172605460478083046e+02
1.480000000000001037e-01,4.168564851735624757e+02
1.490000000000001046e-01,4.164534832918033089e+02
1.500000000000001055e-01,4.160515331138789747e+02
1.510000000000001064e-01,4.156506274476304270e+02
1.520000000000001072e-01,4.152507591954794179e+02
1.530000000000001081e-01,4.148519213525638634e+02
1.540000000000001090e-01,4.144541070049228324e+02
1.550000000000001099e-01,4.140573093277301950e+02
1.560000000000001108e-01,4.136615215835710728e+02
1.570000000000001117e-01,4.132667371207651286e+02
1.580000000000001126e-01,4.128729493717304422e+02
1.590000000000001135e-01,4.124801518513904171e+02
1.600000000000001144e-01,4.120883381556195104e+02
1.610000000000001152e-01,4.116975019597286405e+02
1.620000000000001161e-01,4.113076370169875986e+02
1.630000000000001170e-01,4.109187371571845802e+02
1.640000000000001179e-01,4.105307962852202763e+02
1.650000000000001188e-01,4.101438083797370382e+02
1.660000000000001197e-01,4.097577674917803847e+02
1.670000000000001206e-01,4.093726677434938779e+02
1.680000000000001215e-01,4.089885033268437837e+02
1.690000000000001223e-01,4.086052685023755089e+02
1.700000000000001232e-01,4.082229575979984588e+02
1.710000000000001241e-01,4.078415650078001136e+02
1.720000000000001250e-01,4.074610851908873315e+02
1.730000000000001259e-01,4.070815126702548241e+02
1.740000000000001268e-01,4.067028420316801771e+02
1.750000000000001277e-01,4.063250679226429156e+02
1.760000000000001286e-01,4.059481850512701158e+02
1.770000000000001295e-01,4.055721881853045829e+02
1.780000000000001303e-01,4.051970721510966769e+02
1.790000000000001312e-01,4.048228318338431677e+02
1.800000000000001321e-01,4.044494621711933178e+02
1.810000000000001330e-01,4.040769581612894967e+02
1.820000000000001339e-01,4.037053148552752191e+02
1.830000000000001348e-01,4.033345273581884385e+02
1.840000000000001357e-01,4.029645908280808726e+02
1.850000000000001366e-01,4.025955004751544948e+02
1.860000000000001374e-01,4.022272515609197399e+02
1.870000000000001383e-01,4.018598393973683756e+02
1.880000000000001392e-01,4.014932593461669512e+02
1.890000000000001401e-01,4.011275068178660490e+02
1.900000000000001410e-01,4.007625772711255649e+02
1.910000000000001419e-01,4.003984662119582367e+02
1.920000000000001428e-01,4.000351691961981260e+02
1.930000000000001437e-01,3.996726818160758512e+02
1.940000000000001446e-01,3.993109997183156565e+02
1.950000000000001454e-01,3.989501185910760341e+02
1.960000000000001463e-01,3.985900341663092945e+02
1.970000000000001472e-01,3.982307422190935426e+02
1.980000000000001481e-01,3.978722385669784671e+02
1.990000000000001490e-01,3.975145190693420432e+02
2.000000000000001499e-01,3.971575796267634928e+02
2.010000000000001508e-01,3.968014161804060791e+02
2.020000000000001517e-01,3.964460247114135427e+02
2.030000000000001525e-01,3.960914012403182483e+02
2.040000000000001534e-01,3.957375418264605287e+02
2.050000000000001543e-01,3.953844425674197396e+02
2.060000000000001552e-01,3.950320995984571937e+02
2.070000000000001561e-01,3.946805090919676218e+02
2.080000000000001570e-01,3.943296672569441625e+02
2.090000000000001579e-01,3.939795703384514809e+02
2.100000000000001588e-01,3.936302146171094591e+02
2.110000000000001597e-01,3.932815964085876317e+02
2.120000000000001605e-01,3.929337120631076914e+02
2.130000000000001614e-01,3.925865576203834166e+02
2.140000000000001623e-01,3.922401305320093456e+02
2.150000000000001632e-01,3.918944262152568285e+02
2.160000000000001641e-01,3.915494414983481875e+02
2.170000000000001650e-01,3.912051728971379134e+02
2.180000000000001659e-01,3.908616169592416441e+02
2.190000000000001668e-01,3.905187702636009703e+02
2.200000000000001676e-01,3.901766294200559742e+02
2.210000000000001685e-01,3.898351910689250417e+02
2.220000000000001694e-01,3.894944518805926350e+02
2.230000000000001703e-01,3.891544085551051921e+02
2.240000000000001712e-01,3.888150578217721431e+02
2.250000000000001721e-01,3.884763964387765327e+02
2.260000000000001730e-01,3.881384211927914407e+02
2.270000000000001739e-01,3.878011288986025420e+02
2.280000000000001747e-01,3.874645163987385104e+02
